,orderID,anon_customer,order_date,start_ship_date,anon_rep,anon_product_line,anon_product,Qty (Units),line_item_total,anon_category
942,208137cc,Customer_47,2023-04-03 04:33 PM,,Sales Rep_1,Product_Line_8,Product_124,4.0,"$3,200.00",Category_1
943,9e2fe2c6,Customer_42,2023-04-05 04:18 PM,2023-04-07,Sales Rep_1,Product_Line_7,Product_97,1.0,$850.00,Category_1
944,9e2fe2c6,Customer_42,2023-04-05 04:18 PM,2023-04-07,Sales Rep_1,Product_Line_7,Product_89,1.0,$750.00,Category_1
945,9e2fe2c6,Customer_42,2023-04-05 04:18 PM,2023-04-07,Sales Rep_1,Product_Line_7,Product_91,1.0,$750.00,Category_1
946,9e2fe2c6,Customer_42,2023-04-05 04:18 PM,2023-04-07,Sales Rep_1,Product_Line_7,Product_96,1.0,$800.00,Category_1
947,4ddf6e1d,Customer_112,2023-04-10 10:19 AM,,Sales Rep_4,Product_Line_5,Product_40,205.0,"$41,000.00",Category_1
948,850c1c54,Customer_122,2023-04-10 11:28 AM,2023-04-12,Sales Rep_1,Product_Line_7,Product_97,8.6,"$6,880.00",Category_1
949,850c1c54,Customer_122,2023-04-10 11:28 AM,2023-04-12,Sales Rep_1,Product_Line_7,Product_89,9.1,"$6,370.00",Category_1
950,850c1c54,Customer_122,2023-04-10 11:28 AM,2023-04-12,Sales Rep_1,Product_Line_7,Product_91,10.8,"$7,560.00",Category_1
951,850c1c54,Customer_122,2023-04-10 11:28 AM,2023-04-12,Sales Rep_1,Product_Line_7,Product_96,20.2,"$14,140.00",Category_1
952,850c1c54,Customer_122,2023-04-10 11:28 AM,2023-04-12,Sales Rep_1,Product_Line_6,Product_111,12.0,$336.00,Category_2
953,850c1c54,Customer_122,2023-04-10 11:28 AM,2023-04-12,Sales Rep_1,Product_Line_6,Product_112,12.0,$336.00,Category_2
954,850c1c54,Customer_122,2023-04-10 11:28 AM,2023-04-12,Sales Rep_1,Product_Line_6,Product_114,50.0,$350.00,Category_2
955,850c1c54,Customer_122,2023-04-10 11:28 AM,2023-04-12,Sales Rep_1,Product_Line_6,Product_115,50.0,$350.00,Category_2
956,8860b2f3,Customer_104,2023-04-10 02:41 PM,2023-04-13,Sales Rep_1,Product_Line_6,Product_110,12.0,$336.00,Category_2
957,8860b2f3,Customer_104,2023-04-10 02:41 PM,2023-04-13,Sales Rep_1,Product_Line_6,Product_111,12.0,$336.00,Category_2
958,8860b2f3,Customer_104,2023-04-10 02:41 PM,2023-04-13,Sales Rep_1,Product_Line_6,Product_112,12.0,$336.00,Category_2
959,8860b2f3,Customer_104,2023-04-10 02:41 PM,2023-04-13,Sales Rep_1,Product_Line_6,Product_113,50.0,$350.00,Category_2
960,8860b2f3,Customer_104,2023-04-10 02:41 PM,2023-04-13,Sales Rep_1,Product_Line_6,Product_114,50.0,$350.00,Category_2
961,8860b2f3,Customer_104,2023-04-10 02:41 PM,2023-04-13,Sales Rep_1,Product_Line_6,Product_115,50.0,$350.00,Category_2
962,93df9c34,Customer_114,2023-04-12 11:12 AM,2023-04-14,Sales Rep_1,Product_Line_7,Product_97,2.0,"$1,700.00",Category_1
963,93df9c34,Customer_114,2023-04-12 11:12 AM,2023-04-14,Sales Rep_1,Product_Line_6,Product_110,12.0,$336.00,Category_2
964,93df9c34,Customer_114,2023-04-12 11:12 AM,2023-04-14,Sales Rep_1,Product_Line_6,Product_113,50.0,$350.00,Category_2
965,5a29775e,Customer_107,2023-04-12 11:29 AM,2023-04-14,Sales Rep_1,Product_Line_7,Product_97,8.0,"$6,800.00",Category_1
966,5a29775e,Customer_107,2023-04-12 11:29 AM,2023-04-14,Sales Rep_1,Product_Line_6,Product_110,24.0,$672.00,Category_2
967,5a29775e,Customer_107,2023-04-12 11:29 AM,2023-04-14,Sales Rep_1,Product_Line_6,Product_113,100.0,$700.00,Category_2
968,4bc72457,Customer_74,2023-04-12 11:43 AM,2023-04-18,Sales Rep_1,Product_Line_7,Product_97,2.0,"$1,600.00",Category_1
969,4bc72457,Customer_74,2023-04-12 11:43 AM,2023-04-18,Sales Rep_1,Product_Line_7,Product_96,2.0,"$1,600.00",Category_1
970,4bc72457,Customer_74,2023-04-12 11:43 AM,2023-04-18,Sales Rep_1,Product_Line_7,Product_89,2.0,"$1,400.00",Category_1
971,4bc72457,Customer_74,2023-04-12 11:43 AM,2023-04-18,Sales Rep_1,Product_Line_7,Product_91,2.0,"$1,400.00",Category_1
972,0a8db5d8,Customer_107,2023-04-18 03:02 PM,2023-04-21,Sales Rep_1,Product_Line_7,Product_120,26.2,"$19,650.00",Category_1
973,0a8db5d8,Customer_107,2023-04-18 03:02 PM,2023-04-21,Sales Rep_1,Product_Line_7,Product_97,28.7,"$22,960.00",Category_1
974,0a8db5d8,Customer_107,2023-04-18 03:02 PM,2023-04-21,Sales Rep_1,Product_Line_6,Product_111,24.0,$672.00,Category_2
975,0a8db5d8,Customer_107,2023-04-18 03:02 PM,2023-04-21,Sales Rep_1,Product_Line_6,Product_112,24.0,$672.00,Category_2
976,0a8db5d8,Customer_107,2023-04-18 03:02 PM,2023-04-21,Sales Rep_1,Product_Line_6,Product_110,12.0,$336.00,Category_2
977,0a8db5d8,Customer_107,2023-04-18 03:02 PM,2023-04-21,Sales Rep_1,Product_Line_6,Product_114,100.0,$700.00,Category_2
978,0a8db5d8,Customer_107,2023-04-18 03:02 PM,2023-04-21,Sales Rep_1,Product_Line_6,Product_115,100.0,$700.00,Category_2
979,0a8db5d8,Customer_107,2023-04-18 03:02 PM,2023-04-21,Sales Rep_1,Product_Line_6,Product_113,50.0,$350.00,Category_2
980,1a062803,Customer_123,2023-04-19 07:41 AM,2023-04-21,Sales Rep_1,Product_Line_6,Product_110,1.0,$28.00,Category_2
981,1a062803,Customer_123,2023-04-19 07:41 AM,2023-04-21,Sales Rep_1,Product_Line_6,Product_111,1.0,$28.00,Category_2
982,1a062803,Customer_123,2023-04-19 07:41 AM,2023-04-21,Sales Rep_1,Product_Line_6,Product_112,1.0,$28.00,Category_2
983,1a062803,Customer_123,2023-04-19 07:41 AM,2023-04-21,Sales Rep_1,Product_Line_7,Product_101,1.0,$14.00,Category_1
984,1a062803,Customer_123,2023-04-19 07:41 AM,2023-04-21,Sales Rep_1,Product_Line_7,Product_125,1.0,$12.00,Category_1
985,56bd111b,Customer_122,2023-05-05 11:49 AM,2023-05-10,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
986,56bd111b,Customer_122,2023-05-05 11:49 AM,2023-05-10,Sales Rep_1,Product_Line_6,Product_110,12.0,$336.00,Category_2
987,56bd111b,Customer_122,2023-05-05 11:49 AM,2023-05-10,Sales Rep_1,Product_Line_7,Product_91,27.9,"$25,110.00",Category_1
988,61aebdb3,Customer_117,2023-05-08 10:08 AM,2023-05-11,Sales Rep_1,Product_Line_7,Product_86,35.2,"$15,840.00",Category_1
989,61aebdb3,Customer_117,2023-05-08 10:08 AM,2023-05-11,Sales Rep_1,Product_Line_7,Product_121,27.3,"$12,285.00",Category_1
990,2c1cb18a,Customer_74,2023-05-08 10:26 AM,2023-05-09,Sales Rep_1,Product_Line_7,Product_91,10.0,"$9,000.00",Category_1
991,a9ff2ffb,Customer_124,2023-05-09 03:24 PM,2023-05-11,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
992,a9ff2ffb,Customer_124,2023-05-09 03:24 PM,2023-05-11,Sales Rep_1,Product_Line_6,Product_114,50.0,$400.00,Category_2
993,a9ff2ffb,Customer_124,2023-05-09 03:24 PM,2023-05-11,Sales Rep_1,Product_Line_6,Product_115,50.0,$400.00,Category_2
994,a9ff2ffb,Customer_124,2023-05-09 03:24 PM,2023-05-11,Sales Rep_1,Product_Line_6,Product_110,24.0,$720.00,Category_2
995,a9ff2ffb,Customer_124,2023-05-09 03:24 PM,2023-05-11,Sales Rep_1,Product_Line_6,Product_111,24.0,$720.00,Category_2
996,a9ff2ffb,Customer_124,2023-05-09 03:24 PM,2023-05-11,Sales Rep_1,Product_Line_6,Product_112,24.0,$720.00,Category_2
997,b12a44f0,Customer_114,2023-05-17 09:04 AM,2023-05-17,Sales Rep_1,Product_Line_7,Product_89,2.0,"$1,750.00",Category_1
998,b12a44f0,Customer_114,2023-05-17 09:04 AM,2023-05-17,Sales Rep_1,Product_Line_6,Product_110,12.0,$360.00,Category_2
999,b12a44f0,Customer_114,2023-05-17 09:04 AM,2023-05-17,Sales Rep_1,Product_Line_6,Product_111,12.0,$360.00,Category_2
1000,b12a44f0,Customer_114,2023-05-17 09:04 AM,2023-05-17,Sales Rep_1,Product_Line_6,Product_112,24.0,$720.00,Category_2
1001,b12a44f0,Customer_114,2023-05-17 09:04 AM,2023-05-17,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
1002,b12a44f0,Customer_114,2023-05-17 09:04 AM,2023-05-17,Sales Rep_1,Product_Line_6,Product_114,50.0,$400.00,Category_2
1003,b12a44f0,Customer_114,2023-05-17 09:04 AM,2023-05-17,Sales Rep_1,Product_Line_6,Product_115,50.0,$400.00,Category_2
1004,b12a44f0,Customer_114,2023-05-17 09:04 AM,2023-05-17,Sales Rep_1,Product_Line_4,Product_126,24.0,$480.00,Category_3
1005,af3e02e9,Customer_122,2023-05-17 03:53 PM,2023-05-19,Sales Rep_1,Product_Line_7,Product_89,17.0,"$14,280.00",Category_1
1006,af3e02e9,Customer_122,2023-05-17 03:53 PM,2023-05-19,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
1007,af3e02e9,Customer_122,2023-05-17 03:53 PM,2023-05-19,Sales Rep_1,Product_Line_6,Product_114,50.0,$400.00,Category_2
1008,af3e02e9,Customer_122,2023-05-17 03:53 PM,2023-05-19,Sales Rep_1,Product_Line_6,Product_115,50.0,$400.00,Category_2
1009,af3e02e9,Customer_122,2023-05-17 03:53 PM,2023-05-19,Sales Rep_1,Product_Line_6,Product_110,12.0,$360.00,Category_2
1010,af3e02e9,Customer_122,2023-05-17 03:53 PM,2023-05-19,Sales Rep_1,Product_Line_6,Product_111,12.0,$360.00,Category_2
1011,af3e02e9,Customer_122,2023-05-17 03:53 PM,2023-05-19,Sales Rep_1,Product_Line_6,Product_112,12.0,$360.00,Category_2
1012,54eecb65,Customer_125,2023-05-19 09:56 AM,2023-05-24,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
1013,54eecb65,Customer_125,2023-05-19 09:56 AM,2023-05-24,Sales Rep_1,Product_Line_6,Product_114,50.0,$400.00,Category_2
1014,54eecb65,Customer_125,2023-05-19 09:56 AM,2023-05-24,Sales Rep_1,Product_Line_6,Product_115,50.0,$400.00,Category_2
1015,54eecb65,Customer_125,2023-05-19 09:56 AM,2023-05-24,Sales Rep_1,Product_Line_6,Product_110,12.0,$360.00,Category_2
1016,54eecb65,Customer_125,2023-05-19 09:56 AM,2023-05-24,Sales Rep_1,Product_Line_6,Product_111,12.0,$360.00,Category_2
1017,54eecb65,Customer_125,2023-05-19 09:56 AM,2023-05-24,Sales Rep_1,Product_Line_6,Product_112,12.0,$360.00,Category_2
1018,54eecb65,Customer_125,2023-05-19 09:56 AM,2023-05-24,Sales Rep_1,Product_Line_4,Product_126,24.0,$576.00,Category_3
1019,202bcbc5,Customer_31,2023-05-20 11:08 AM,2023-05-25,Sales Rep_1,Product_Line_4,Product_126,48.0,"$1,152.00",Category_3
1020,202bcbc5,Customer_31,2023-05-20 11:08 AM,2023-05-25,Sales Rep_1,Product_Line_6,Product_114,50.0,$400.00,Category_2
1021,202bcbc5,Customer_31,2023-05-20 11:08 AM,2023-05-25,Sales Rep_1,Product_Line_6,Product_115,100.0,$800.00,Category_2
1022,202bcbc5,Customer_31,2023-05-20 11:08 AM,2023-05-25,Sales Rep_1,Product_Line_6,Product_111,36.0,"$1,080.00",Category_2
1023,202bcbc5,Customer_31,2023-05-20 11:08 AM,2023-05-25,Sales Rep_1,Product_Line_6,Product_112,72.0,"$2,160.00",Category_2
1024,f68f8701,Customer_35,2023-05-26 09:06 AM,2023-05-31,Sales Rep_1,Product_Line_6,Product_110,12.0,$360.00,Category_2
1025,f68f8701,Customer_35,2023-05-26 09:06 AM,2023-05-31,Sales Rep_1,Product_Line_6,Product_111,12.0,$360.00,Category_2
1026,f68f8701,Customer_35,2023-05-26 09:06 AM,2023-05-31,Sales Rep_1,Product_Line_6,Product_112,12.0,$360.00,Category_2
1027,f68f8701,Customer_35,2023-05-26 09:06 AM,2023-05-31,Sales Rep_1,Product_Line_7,Product_89,1.0,$875.00,Category_1
1028,f68f8701,Customer_35,2023-05-26 09:06 AM,2023-05-31,Sales Rep_1,Product_Line_7,Product_97,1.0,"$1,000.00",Category_1
1029,faa20904,Customer_74,2023-05-31 08:16 AM,2023-05-31,Sales Rep_1,Product_Line_7,Product_97,6.0,"$6,000.00",Category_1
1030,faa20904,Customer_74,2023-05-31 08:16 AM,2023-05-31,Sales Rep_1,Product_Line_7,Product_89,7.0,"$6,125.00",Category_1
1031,719e8513,Customer_122,2023-06-01 01:28 PM,2023-06-05,Sales Rep_1,Product_Line_7,Product_97,25.2,"$21,924.00",Category_1
1032,719e8513,Customer_122,2023-06-01 01:28 PM,2023-06-05,Sales Rep_1,Product_Line_6,Product_113,100.0,$800.00,Category_2
1033,719e8513,Customer_122,2023-06-01 01:28 PM,2023-06-05,Sales Rep_1,Product_Line_6,Product_115,100.0,$800.00,Category_2
1034,719e8513,Customer_122,2023-06-01 01:28 PM,2023-06-05,Sales Rep_1,Product_Line_6,Product_114,100.0,$800.00,Category_2
1035,719e8513,Customer_122,2023-06-01 01:28 PM,2023-06-05,Sales Rep_1,Product_Line_6,Product_112,24.0,$720.00,Category_2
1036,719e8513,Customer_122,2023-06-01 01:28 PM,2023-06-05,Sales Rep_1,Product_Line_6,Product_111,24.0,$720.00,Category_2
1037,719e8513,Customer_122,2023-06-01 01:28 PM,2023-06-05,Sales Rep_1,Product_Line_6,Product_110,24.0,$720.00,Category_2
1038,f68f8701,Customer_35,2023-05-26 09:06 AM,2023-05-31,Sales Rep_1,Product_Line_4,Product_126,24.0,$576.00,Category_3
1039,793c87d9,Customer_114,2023-06-02 10:44 AM,2023-06-06,Sales Rep_1,Product_Line_7,Product_97,2.0,"$2,000.00",Category_1
1040,793c87d9,Customer_114,2023-06-02 10:44 AM,2023-06-06,Sales Rep_1,Product_Line_7,Product_89,1.48,"$1,258.00",Category_1
1041,c41bb3e8,Customer_126,2023-06-09 12:28 PM,2023-06-13,Sales Rep_1,Product_Line_4,Product_126,60.0,"$1,440.00",Category_3
1042,c41bb3e8,Customer_126,2023-06-09 12:28 PM,2023-06-13,Sales Rep_1,Product_Line_6,Product_110,24.0,$720.00,Category_2
1043,c41bb3e8,Customer_126,2023-06-09 12:28 PM,2023-06-13,Sales Rep_1,Product_Line_6,Product_111,24.0,$720.00,Category_2
1044,c41bb3e8,Customer_126,2023-06-09 12:28 PM,2023-06-13,Sales Rep_1,Product_Line_6,Product_112,24.0,$720.00,Category_2
1045,3df59337,Customer_31,2023-06-11 09:23 AM,2023-06-21,Sales Rep_1,Product_Line_4,Product_126,24.0,$576.00,Category_3
1046,3df59337,Customer_31,2023-06-11 09:23 AM,2023-06-21,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
1047,3df59337,Customer_31,2023-06-11 09:23 AM,2023-06-21,Sales Rep_1,Product_Line_6,Product_114,100.0,$800.00,Category_2
1048,3df59337,Customer_31,2023-06-11 09:23 AM,2023-06-21,Sales Rep_1,Product_Line_6,Product_115,65.0,$520.00,Category_2
1049,3df59337,Customer_31,2023-06-11 09:23 AM,2023-06-21,Sales Rep_1,Product_Line_6,Product_110,24.0,$720.00,Category_2
1050,3df59337,Customer_31,2023-06-11 09:23 AM,2023-06-21,Sales Rep_1,Product_Line_6,Product_112,36.0,"$1,080.00",Category_2
1051,3df59337,Customer_31,2023-06-11 09:23 AM,2023-06-21,Sales Rep_1,Product_Line_6,Product_112,36.0,"$1,080.00",Category_2
1052,7192c08e,Customer_74,2023-06-11 09:29 AM,2023-06-14,Sales Rep_1,Product_Line_7,Product_91,10.0,"$8,750.00",Category_1
1053,c41bb3e8,Customer_126,2023-06-09 12:28 PM,2023-06-13,Sales Rep_1,Product_Line_7,Product_91,4.0,"$3,600.00",Category_1
1054,3b0c5eea,Customer_114,2023-06-12 08:53 AM,2023-06-19,Sales Rep_1,Product_Line_4,Product_126,24.0,$480.00,Category_3
1055,3b0c5eea,Customer_114,2023-06-12 08:53 AM,2023-06-19,Sales Rep_1,Product_Line_6,Product_110,12.0,$360.00,Category_2
1056,3b0c5eea,Customer_114,2023-06-12 08:53 AM,2023-06-19,Sales Rep_1,Product_Line_6,Product_111,12.0,$360.00,Category_2
1057,3b0c5eea,Customer_114,2023-06-12 08:53 AM,2023-06-19,Sales Rep_1,Product_Line_6,Product_112,12.0,$360.00,Category_2
1058,3b0c5eea,Customer_114,2023-06-12 08:53 AM,2023-06-19,Sales Rep_1,Product_Line_7,Product_91,2.0,"$1,800.00",Category_1
1059,8efc00ba,Customer_127,2023-06-15 10:19 AM,2023-06-20,Sales Rep_1,Product_Line_7,Product_91,4.0,"$3,600.00",Category_1
1060,8efc00ba,Customer_127,2023-06-15 10:19 AM,2023-06-20,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
1061,8efc00ba,Customer_127,2023-06-15 10:19 AM,2023-06-20,Sales Rep_1,Product_Line_6,Product_114,50.0,$400.00,Category_2
1062,8efc00ba,Customer_127,2023-06-15 10:19 AM,2023-06-20,Sales Rep_1,Product_Line_6,Product_115,50.0,$400.00,Category_2
1063,8efc00ba,Customer_127,2023-06-15 10:19 AM,2023-06-20,Sales Rep_1,Product_Line_4,Product_126,24.0,$576.00,Category_3
1064,3157f54e,Customer_91,2023-06-15 10:30 AM,2023-06-20,Sales Rep_1,Product_Line_4,Product_126,240.0,"$4,320.00",Category_3
1065,3157f54e,Customer_91,2023-06-15 10:30 AM,2023-06-20,Sales Rep_1,Product_Line_6,Product_113,50.0,$300.00,Category_2
1066,3157f54e,Customer_91,2023-06-15 10:30 AM,2023-06-20,Sales Rep_1,Product_Line_6,Product_115,50.0,$300.00,Category_2
1067,3157f54e,Customer_91,2023-06-15 10:30 AM,2023-06-20,Sales Rep_1,Product_Line_6,Product_114,50.0,$300.00,Category_2
1068,d7472eee,Customer_128,2023-06-21 07:24 PM,2023-06-26,Sales Rep_1,Product_Line_6,Product_114,50.0,$400.00,Category_2
1069,d7472eee,Customer_128,2023-06-21 07:24 PM,2023-06-26,Sales Rep_1,Product_Line_6,Product_115,50.0,$400.00,Category_2
1070,d7472eee,Customer_128,2023-06-21 07:24 PM,2023-06-26,Sales Rep_1,Product_Line_6,Product_63,1.0,$28.50,Category_4
1071,6c3ccc8f,Customer_129,2023-06-28 11:12 AM,2023-06-30,Sales Rep_1,Product_Line_7,Product_120,25.0,"$21,875.00",Category_1
1072,6c3ccc8f,Customer_129,2023-06-28 11:12 AM,2023-06-30,Sales Rep_1,Product_Line_7,Product_86,31.8,"$28,620.00",Category_1
1073,6c3ccc8f,Customer_129,2023-06-28 11:12 AM,2023-06-30,Sales Rep_1,Product_Line_7,Product_91,13.95,"$12,555.00",Category_1
1074,45453810,Customer_130,2023-06-28 12:52 PM,2023-06-29,Sales Rep_1,Product_Line_6,Product_113,100.0,$800.00,Category_2
1075,45453810,Customer_130,2023-06-28 12:52 PM,2023-06-29,Sales Rep_1,Product_Line_6,Product_110,12.0,$360.00,Category_2
1076,45453810,Customer_130,2023-06-28 12:52 PM,2023-06-29,Sales Rep_1,Product_Line_6,Product_114,150.0,"$1,200.00",Category_2
1077,45453810,Customer_130,2023-06-28 12:52 PM,2023-06-29,Sales Rep_1,Product_Line_6,Product_111,36.0,"$1,080.00",Category_2
1078,45453810,Customer_130,2023-06-28 12:52 PM,2023-06-29,Sales Rep_1,Product_Line_6,Product_115,150.0,"$1,200.00",Category_2
1079,45453810,Customer_130,2023-06-28 12:52 PM,2023-06-29,Sales Rep_1,Product_Line_6,Product_112,36.0,"$1,080.00",Category_2
1080,45453810,Customer_130,2023-06-28 12:52 PM,2023-06-29,Sales Rep_1,Product_Line_4,Product_126,48.0,$720.00,Category_3
1081,247905ea,Customer_131,2023-06-30 03:46 PM,2023-07-06,Sales Rep_1,Product_Line_6,Product_110,24.0,$768.00,Category_2
1082,247905ea,Customer_131,2023-06-30 03:46 PM,2023-07-06,Sales Rep_1,Product_Line_6,Product_111,24.0,$768.00,Category_2
1083,247905ea,Customer_131,2023-06-30 03:46 PM,2023-07-06,Sales Rep_1,Product_Line_6,Product_112,24.0,$768.00,Category_2
1084,247905ea,Customer_131,2023-06-30 03:46 PM,2023-07-06,Sales Rep_1,Product_Line_4,Product_126,64.0,"$1,280.00",Category_3
1085,f67c7be8,Customer_47,2023-07-05 09:44 AM,2023-07-07,Sales Rep_1,Product_Line_4,Product_126,128.0,"$1,920.00",Category_3
1086,f67c7be8,Customer_47,2023-07-05 09:44 AM,2023-07-07,Sales Rep_1,Product_Line_6,Product_114,100.0,$800.00,Category_2
1087,f67c7be8,Customer_47,2023-07-05 09:44 AM,2023-07-07,Sales Rep_1,Product_Line_6,Product_115,100.0,$800.00,Category_2
1088,f67c7be8,Customer_47,2023-07-05 09:44 AM,2023-07-07,Sales Rep_1,Product_Line_6,Product_111,24.0,$720.00,Category_2
1089,f67c7be8,Customer_47,2023-07-05 09:44 AM,2023-07-07,Sales Rep_1,Product_Line_6,Product_112,24.0,$720.00,Category_2
1090,9e1dfa28,Customer_114,2023-07-05 09:54 AM,2023-07-06,Sales Rep_1,Product_Line_7,Product_120,2.0,"$1,950.00",Category_1
1091,9e1dfa28,Customer_114,2023-07-05 09:54 AM,2023-07-06,Sales Rep_1,Product_Line_4,Product_126,64.0,$960.00,Category_3
1092,9e1dfa28,Customer_114,2023-07-05 09:54 AM,2023-07-06,Sales Rep_1,Product_Line_6,Product_111,12.0,$360.00,Category_2
1093,9e1dfa28,Customer_114,2023-07-05 09:54 AM,2023-07-06,Sales Rep_1,Product_Line_6,Product_112,12.0,$360.00,Category_2
1094,f67c7be8,Customer_47,2023-07-05 09:44 AM,2023-07-07,Sales Rep_1,Product_Line_6,Product_113,100.0,$800.00,Category_2
1095,f67c7be8,Customer_47,2023-07-05 09:44 AM,2023-07-07,Sales Rep_1,Product_Line_6,Product_110,24.0,$720.00,Category_2
1096,9e1dfa28,Customer_114,2023-07-05 09:54 AM,2023-07-06,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
1097,9e1dfa28,Customer_114,2023-07-05 09:54 AM,2023-07-06,Sales Rep_1,Product_Line_6,Product_110,12.0,$360.00,Category_2
1098,9e1dfa28,Customer_114,2023-07-05 09:54 AM,2023-07-06,Sales Rep_1,Product_Line_7,Product_86,1.0,$975.00,Category_1
1099,f407bd2c,Customer_115,2023-07-06 06:40 PM,2023-07-07,Sales Rep_1,Product_Line_7,Product_120,1.0,$975.00,Category_1
1100,f407bd2c,Customer_115,2023-07-06 06:40 PM,2023-07-07,Sales Rep_1,Product_Line_4,Product_126,64.0,$960.00,Category_3
1101,f407bd2c,Customer_115,2023-07-06 06:40 PM,2023-07-07,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
1102,f407bd2c,Customer_115,2023-07-06 06:40 PM,2023-07-07,Sales Rep_1,Product_Line_6,Product_114,50.0,$400.00,Category_2
1103,f407bd2c,Customer_115,2023-07-06 06:40 PM,2023-07-07,Sales Rep_1,Product_Line_6,Product_115,50.0,$400.00,Category_2
1104,f407bd2c,Customer_115,2023-07-06 06:40 PM,2023-07-07,Sales Rep_1,Product_Line_6,Product_110,36.0,"$1,080.00",Category_2
1105,f407bd2c,Customer_115,2023-07-06 06:40 PM,2023-07-07,Sales Rep_1,Product_Line_6,Product_111,36.0,"$1,080.00",Category_2
1106,f407bd2c,Customer_115,2023-07-06 06:40 PM,2023-07-07,Sales Rep_1,Product_Line_6,Product_112,36.0,"$1,080.00",Category_2
1107,f3711d22,Customer_114,2023-07-10 05:09 PM,2023-07-11,Sales Rep_1,Product_Line_7,Product_120,1.0,$975.00,Category_1
1108,f3711d22,Customer_114,2023-07-10 05:09 PM,2023-07-11,Sales Rep_1,Product_Line_7,Product_86,1.0,$975.00,Category_1
1109,f3711d22,Customer_114,2023-07-10 05:09 PM,2023-07-11,Sales Rep_1,Product_Line_4,Product_126,24.0,$480.00,Category_3
1110,efe6cb82,Customer_131,2023-07-11 07:42 AM,2023-07-12,Sales Rep_1,Product_Line_6,Product_110,24.0,$768.00,Category_2
1111,efe6cb82,Customer_131,2023-07-11 07:42 AM,2023-07-12,Sales Rep_1,Product_Line_6,Product_113,50.0,$450.00,Category_2
1112,efe6cb82,Customer_131,2023-07-11 07:42 AM,2023-07-12,Sales Rep_1,Product_Line_6,Product_111,24.0,$768.00,Category_2
1113,efe6cb82,Customer_131,2023-07-11 07:42 AM,2023-07-12,Sales Rep_1,Product_Line_6,Product_114,50.0,$450.00,Category_2
1114,efe6cb82,Customer_131,2023-07-11 07:42 AM,2023-07-12,Sales Rep_1,Product_Line_6,Product_112,50.0,"$1,600.00",Category_2
1115,efe6cb82,Customer_131,2023-07-11 07:42 AM,2023-07-12,Sales Rep_1,Product_Line_6,Product_115,50.0,$450.00,Category_2
1116,64d1edbe,Customer_118,2023-07-11 11:09 AM,2023-07-13,Sales Rep_1,Product_Line_7,Product_86,23.8,"$22,610.00",Category_1
1117,87da333f,Customer_31,2023-07-17 02:40 PM,2023-07-19,Sales Rep_1,Product_Line_4,Product_126,128.0,"$2,176.00",Category_3
1118,87da333f,Customer_31,2023-07-17 02:40 PM,2023-07-19,Sales Rep_1,Product_Line_6,Product_113,50.0,$400.00,Category_2
1119,87da333f,Customer_31,2023-07-17 02:40 PM,2023-07-19,Sales Rep_1,Product_Line_6,Product_114,100.0,$800.00,Category_2
1120,87da333f,Customer_31,2023-07-17 02:40 PM,2023-07-19,Sales Rep_1,Product_Line_6,Product_110,36.0,"$1,080.00",Category_2
1121,87da333f,Customer_31,2023-07-17 02:40 PM,2023-07-19,Sales Rep_1,Product_Line_6,Product_112,36.0,"$1,080.00",Category_2
1122,87da333f,Customer_31,2023-07-17 02:40 PM,2023-07-19,Sales Rep_1,Product_Line_6,Product_112,36.0,"$1,080.00",Category_2
1123,80c5ba32,Customer_117,2023-07-17 02:56 PM,2023-07-19,Sales Rep_1,Product_Line_5,Product_119,33.7,"$22,579.00",Category_1
1124,dc6ad27b,Customer_74,2023-07-17 02:58 PM,2023-07-19,Sales Rep_1,Product_Line_7,Product_120,0.95,$855.00,Category_1
1125,dc6ad27b,Customer_74,2023-07-17 02:58 PM,2023-07-19,Sales Rep_1,Product_Line_7,Product_86,5.0,"$4,500.00",Category_1
1126,51180d90,Customer_132,2023-07-18 09:06 AM,2023-07-20,Sales Rep_1,Product_Line_7,Product_96,2.0,"$1,950.00",Category_1
1127,51180d90,Customer_132,2023-07-18 09:06 AM,2023-07-20,Sales Rep_1,Product_Line_6,Product_113,100.0,$750.00,Category_2
1128,51180d90,Customer_132,2023-07-18 09:06 AM,2023-07-20,Sales Rep_1,Product_Line_6,Product_114,100.0,$750.00,Category_2
1129,51180d90,Customer_132,2023-07-18 09:06 AM,2023-07-20,Sales Rep_1,Product_Line_6,Product_115,100.0,$750.00,Category_2
1130,51180d90,Customer_132,2023-07-18 09:06 AM,2023-07-20,Sales Rep_1,Product_Line_6,Product_110,24.0,$696.00,Category_2
1131,51180d90,Customer_132,2023-07-18 09:06 AM,2023-07-20,Sales Rep_1,Product_Line_6,Product_111,24.0,$696.00,Category_2
